2nd (senior),CHEM 163A,CHEM 163B,CHEM 163C,
2nd (senior),,CHEM 151A & CHEM 151L,BIOC 110L*,
2023-24,Classical Studies B.A.,https://catalog.ucsc.edu/en/current/general-catalog/academic-units/humanities-division/history/classical-studies-ba
Sample Four-Year Plan
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),GREE 1 or LATN 1,GREE 2 or LATN 2,LIT 184A or LIT 186A,
1st (frosh),CLST lower-division survey,WRIT 1/WRIT 1E (if needed),,
1st (frosh),College 1,,,
2nd (soph),LIT 184-series/LIT 186-series,LIT 184-series/LIT 186-series,Upper-division elective,
2nd (soph),WRIT 2*,,,
2nd (soph),,,,
3rd (junior),Upper-division elective,Upper-division elective,Upper-division elective,
3rd (junior),,,,
3rd (junior),,,,
4th (senior),Upper-division elective,Upper-division elective,CLST 197F (2 credits),
4th (senior),,,,
Sample Transfer Plan
,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (junior),GREE 1 or LATN 1,GREE 2 or LATN 2,LIT 184A or LIT 186A,
1st (junior),CLST lower-division survey,Upper-division elective,Upper-division elective,
1st (junior),Upper-division elective,,,
2nd (senior),LIT 184-series/LIT 186-series,LIT 184-series/LIT 186-series,Upper-division elective,
2nd (senior),Upper-division elective,Upper-division elective,CLST 197F (2 credits),
2023-24,Cognitive Science B.S.,https://catalog.ucsc.edu/en/current/general-catalog/academic-units/social-sciences-division/psychology/cognitive-science-bs
Frosh Plan One
Year,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),MATH 2,MATH 3,Calculus,
1st (frosh),College 1,Programming,WRIT 2*,
1st (frosh),,WRIT 1/WRIT 1E (if needed),,
2nd (soph),PSYC 20,PSYC 2,,
2nd (soph),Interdisciplinary prerequisite,Interdisciplinary prerequisite,,
2nd (soph),,,,
3rd (junior),PSYC 100,Cognitive core,Cognitive core,
3rd (junior),Interdisciplinary elective,Interdisciplinary elective (UD),Interdisciplinary elective,
3rd (junior),,,,
4th (senior),Interdisciplinary elective,Senior Seminar,Cognitive elective,
Senior Seminar,Cognitive core,Cognitive elective,,
Frosh Plan Two
Year,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),MATH 2,MATH 3,Calculus,
1st (frosh),College 1,Programming,WRIT 2*,
1st (frosh),,WRIT 1/WRIT 1E (if needed),,
2nd (soph),PSYC 20,PSYC 2,Interdisciplinary prerequisite,2nd (soph)
2nd (soph),,2nd (soph),,
2nd (soph),Interdisciplinary prerequisite,Interdisciplinary prerequisite,,
2nd (soph),,,,
3rd (junior),PSYC 100,Cognitive core,Cognitive core,
3rd (junior),Interdisciplinary elective,Interdisciplinary elective (UD),3rd (junior),Interdisciplinary elective (UD)
3rd (junior),,3rd (junior),,
3rd (junior),,4th (senior),Cognitive core,Senior Seminar
Senior Seminar,,Senior Seminar,Interdisciplinary elective,Cognitive elective
Senior Seminar,,Senior Seminar,,
Transfer Plan
Year,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
3rd (junior),PSYC 20,Cognitive core,Cognitive core,
3rd (junior),PSYC 100,Interdisciplinary elective,Interdisciplinary elective,
3rd (junior),,,,
4th (senior),Cognitive elective,Cognitive core,Senior Seminar,
Senior Seminar,Interdisciplinary elective,Cognitive elective,"Interdisciplinary elective
			(upper-division)",
2023-24,Community Studies B.A.,https://catalog.ucsc.edu/en/current/general-catalog/academic-units/social-sciences-division/community-studies/community-studies-ba
Suggested Major Planning Table
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),CMMU 10,WRIT 1/WRIT 1E (if needed),,
1st (frosh),College 1,,,
1st (frosh),,,,
2nd (soph),Topical course 1,,Topical course 2,
2nd (soph),WRIT 2*,,,
2nd (soph),,,,
3rd (junior),Topical course 3,CMMU 101,CMMU 102,"CMMU 105
            (15 credits)"
3rd (junior),,,DC REQ part 1,
3rd (junior),,,,
4th (senior),"CMMU 105
            (15 credits)",CMMU 107,,
4th (senior),,DC REQ part 2,,
Sample Transfer Planner
,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
3rd (junior),CMMU 10,CMMU 101,CMMU 102,"CMMU 105
            (15 credits)"
3rd (junior),Topical course 1,Topical course 2,DC REQ part 1,
3rd (junior),,,Topical course 3,
4th (senior),"CMMU 105
            (15 credits)",CMMU 107,,
4th (senior),,DC REQ part 2,,
2023-24,Computer Engineering B.S.,https://catalog.ucsc.edu/en/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-engineering-bs
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),MATH 19A,MATH 19B,AM 30,
1st (frosh),CSE 30,PHYS 5A & PHYS 5L,CSE 12,
1st (frosh),COLL 1,WRIT 1/WRIT 1E (if needed),,
2nd (soph),AM 10,AM 20,CSE 120,
2nd (soph),PHYS 5C & PHYS 5N,CSE 13S,CSE 101,
2nd (soph),CSE 16,,PHYS 5B & PHYS 5M,
2nd (soph),WRIT 2*,,,
3rd (junior),ECE 101 & ECE 101L,CSE 107,CSE 185E,
3rd (junior),Concentration course,CSE 100 &. 100L,CSE 121,
3rd (junior),,,Concentration course,
4th (senior),Concentration course,Capstone course,Capstone course,
4th (senior),ECE 103 & ECE 103L,Concentration course,Concentration course,
Plan Two for Entering Frosh
This plan is for students with no programming experience who are placed into MATH 3.
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),MATH 3,MATH 19A,MATH 19B,
1st (frosh),CSE 20,CSE 12,CSE 30,
1st (frosh),,WRIT 1/WRIT 1E (if needed),,
2nd (soph),PHYS 5A & PHYS 5L,PHYS 5C & PHYS 5N,PHYS 5B & PHYS 5M,
2nd (soph),CSE 13S,CSE 16,AM 30,
2nd (soph),AM 10,AM 20,CSE 101,
2nd (soph),WRIT 2*,,,
3rd (junior),ECE 101 & ECE 101L,CSE 107,CSE 185E,
3rd (junior),CSE 120,CSE 100 & CSE 100L,ECE 103 & ECE 103L,
3rd (junior),,Concentration course,Concentration course,
4th (senior),,,,
4th (senior),CSE 121,Capstone course,Concentration course,
Plan for Junior Transfers
,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
3rd (junior),ECE 101 & ECE 101L,CSE 107,CSE 120,
3rd (junior),CSE 185E,CSE 100 & CSE 100L,CSE 121,
3rd (junior),CSE 12,CSE 101,Concentration course,
4th (senior),,,,
4th (senior),ECE 103 & ECE 103L,Capstone course,Capstone course,
2023-24,Computer Science B.A.,https://catalog.ucsc.edu/en/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-ba
Four-Year Plan for Students with Programming Experience
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),CSE 30,CSE 12,CSE 16,
1st (frosh),MATH 19A,MATH 19B,,
1st (frosh),College 1,WRIT 1/WRIT 1E (if needed),,
2nd (soph),CSE 13S,AM 10,CSE 101,
2nd (soph),WRIT 2*,,,
2nd (soph),,,,
3rd (junior),Breadth,Breadth,Breadth,
3rd (junior),Elective,Elective,,
3rd (junior),,,,
4th (senior),DC elective,,"Elective
			(capstone)",
4th (senior),,,,
First-Year Plan for Students Without Programming�Experience
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),CSE 20,CSE 30,CSE 12,
1st (frosh),MATH 3,MATH 19A,MATH 19B,
1st (frosh),,WRIT 1/WRIT 1E (if needed),,
2nd (soph),CSE 13S,AM 10,CSE 101,
2nd (soph),WRIT 2*,CSE 16,,
2nd (soph),,,,
3rd (junior),Breadth,Breadth,Breadth,
3rd (junior),Elective,Elective,,
3rd (junior),,,,
4th (senior),DC elective,,Capstone Elective,
4th (senior),,,,
Two-Year Degree Planner for Transfer Students
,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (junior),CSE 12,CSE 101,Breadth,
1st (junior),AM 10,,,
2nd (senior),Breadth,Breadth,DC elective,
2nd (senior),Elective,Elective,Capstone Elective,
2023-24,Computer Science B.S.,https://catalog.ucsc.edu/en/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-bs
Four-Year Plan for Students with Programming Experience
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),CSE 30,CSE 12,CSE 16,
1st (frosh),MATH 19A,MATH 19B,AM 10,
1st (frosh),College 1,WRIT 1/WRIT 1E (if needed),,
2nd (soph),CSE 13S,CSE 101,CSE 101M,
2nd (soph),AM 30,CSE 107,ECE 30,
2nd (soph),WRIT 2*,,,
3rd (junior),CSE 102,CSE 130,CSE 103,
3rd (junior),CSE 120,Elective,,
3rd (junior),,,,
4th (senior),Elective,CSE 114A,Capstone elective,
4th (senior),DC elective,,,
First-Year Plan for Students Without Programming�Experience
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),CSE 20,CSE 30,CSE 12,
1st (frosh),MATH 3,MATH 19A,MATH 19B,
1st (frosh),,WRIT 1/WRIT 1E (if needed),,
2nd (soph),CSE 13S,AM 10,AM 30,
2nd (soph),WRIT 2*,CSE 101,CSE 101M,
2nd (soph),CSE 16,,,
2nd (soph),,,,
3rd (junior),CSE 120,CSE 102,CSE 103,
3rd (junior),CSE 114A,CSE 107,ECE 30,
3rd (junior),,,,
4th (senior),CSE 130,Elective,Capstone elective,
4th (senior),DC Elective,Elective,,
Two-Year Degree Planner for Transfer Students
,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (junior),CSE 12,CSE 101,CSE 101M,
1st (junior),AM 30,CSE 120,CSE 130,
1st (junior),STAT 131,,,
2nd (senior),CSE 103,CSE 102,Elective,
2nd (senior),"CSE 114A
			DC Elective",Elective,Capstone elective,
2023-24,Computer Science: Computer Game Design B.S.,https://catalog.ucsc.edu/en/current/general-catalog/academic-units/baskin-engineering/computational-media/computer-science-computer-game-design-bs
Plan Two
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
Year 1,CSE 20,CSE 30,CSE 12,
Year 1,MATH 3,MATH 19A,MATH 19B,
Year 1,College Core,College Writing Requirement,CMPM 80J,
Year 1,,WRIT 1/WRIT 1E (if needed),,
Year 2,CMPM 80K,FILM 80V,CMPM 120,
Year 2,ECE 13 or CSE 13S,MATH 21 or AM 10,,
Year 2,CSE 16,CSE 101,,
Year 2,WRIT 2*,,,
Year 3,CMPM 176,CMPM 130,Game Engineering Elective,
Year 3,CMPM 121,Game Engineering Elective,Game Engineering Elective,
Year 3,,,,
Year 3,,,,
Year 4,CMPM 170,CMPM 171,,
Year 4,Game Engineering Elective,Game Engineering Elective,,
Year 4,,,,
2023-24,Critical Race and Ethnic Studies B.A.,https://catalog.ucsc.edu/en/current/general-catalog/academic-units/humanities-division/critical-race-and-ethnic-studies/critical-race-and-ethnic-studies-ba
Four-Year Sample Academic Plan For CRES Major (Frosh)
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),College 1,WRIT 1/WRIT 1E (if needed),,
1st (frosh),,,,
1st (frosh),,,,
2nd (soph),CRES 10,CRES 100,CRES 101,
2nd (soph),WRIT 2*,,CRES elective,
2nd (soph),,,,
3rd (junior),CRES elective,CRES elective,CRES elective,
3rd (junior),,CRES elective,,
3rd (junior),,,,
4th (senior),CRES elective,CRES 190,,
4th (senior),,,,
Two-Year Sample Academic Plan for CRES Major (Transfer Students)
,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (junior),CRES 10,CRES 100,CRES 101,
1st (junior),,CRES elective,CRES elective,
1st (junior),,,,
2nd (senior),CRES elective,CRES elective,CRES 190,
2nd (senior),CRES elective,CRES elective,,
2023-24,Earth Sciences B.S.,https://catalog.ucsc.edu/en/current/general-catalog/academic-units/physical-and-biological-sciences-division/earth-and-planetary-sciences/earth-sciences-bs
Sample Four-Year Planner
Year,Fall,Winter,Spring
1st (frosh),CHEM 3A,MATH 11A or MATH 19A,"MATH 11B 
            or MATH 19B"
1st (frosh),,CHEM 3B & CHEM 3BL,CHEM 3C & CHEM 3CL
1st (frosh),,**EART 10 & EART 10L,
2nd (soph),EART 110A*,EART 110B & EART 110M*,PHYS 6B & PHYS 6M
2nd (soph),MATH 23A or EART 111,PHYS 6A & PHYS 6L,
2nd (soph),,,
3rd (junior),EART elective,EART elective,EART 110C & EART 110N
3rd (junior),,,EART elective
3rd (junior),,,
4th (senior),EART elective,EART elective,"EART 189A*
            or senior thesis"
"EART 189A*
            or senior thesis","(sr thesis only)
EART 199�","(sr thesis only)
EART 199�",(EART 195)�
Sample Transfer (Two-Year) Planner
Year,Fall,Winter,Spring
1st (junior),EART 111,PHYS 6A & PHYS 6L,PHYS 6B & PHYS 6M
1st (junior),EART 110A*,EART 110B & EART 110M*,EART 110C & EART 110N
1st (junior),,,
2nd (senior),EART elective,EART elective,EART elective
2nd (senior),EART elective,EART elective,EART elective
Sample Four-Year Planner
Year,Fall,Winter,Spring
1st (frosh),CHEM 3A,CHEM 3B & CHEM 3BL,1st (frosh)
1st (frosh),,CHEM 3C & CHEM 3CL,1st (frosh)
1st (frosh),MATH 11A or MATH 19A,MATH 11B or MATH 19B,1st (frosh)
1st (frosh),,,2nd (soph)
2nd (soph),EART 110B & EART 110M,EART 109 & EART 109L,2nd (soph)
2nd (soph),PHYS 6A & PHYS 6L,PHYS 6B & PHYS 6M,2nd (soph)
2nd (soph),,,3rd (junior)
3rd (junior),Geology  elective,EART 110C & EART 110N,3rd (junior)
3rd (junior),,EART 120 & EART 120L,3rd (junior)
3rd (junior),,,4th (senior)
4th (senior),Upper-division elective,EART 189A*,4th (senior)
4th (senior),,,4th (senior)
Sample Two-Year Planner
Year,Fall,Winter,Spring
1st (junior),Geology elective,PHYS 6A & PHYS 6L,PHYS 6B & PHYS 6M
1st (junior),EART 110A,EART 110B & EART 110M,EART 109 & EART 109L
1st (junior),,,
2nd (senior),EART 150 & EART 150L,Upper-division elective,EART 120 & EART 120L
2nd (senior),,Upper-division elective,EART 110C & EART 110N
Sample Four-Year Planner
Year,Fall,Winter,Spring,Summer (optional)
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),MATH 19A,MATH 19B,CHEM 3C & CHEM 3CL,
1st (frosh),CHEM 3A,CHEM 3B & CHEM 3BL,,
1st (frosh),,EART 10 & EART 10L,,
1st (frosh),,WRIT 1/WRIT 1E (if needed),,
2nd (soph),EART 110A*,EART 110B & EART 110M*,EART 110C & EART 110N,
2nd (soph),"MATH 23A or
EART 111",PHYS 6A & PHYS 6L,PHYS 6B & PHYS 6M,
2nd (soph),WRIT 2**,,,
3rd (junior),EART 160,EART elective,EART elective,
3rd (junior),EART 119A,,,
3rd (junior),,,,
4th (senior),"(Sr thesis only)
EART 199�","(Sr thesis only)
EART 199�","Sr thesis
            (EART 195)�
            or EART 189A*",
4th (senior),,EART 162,EART elective,
Sample Two-Year Planner
Year,Fall,Winter,Spring,Summer (optional)
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (junior),EART 160,PHYS 6A & PHYS 6L,PHYS 6B & PHYS 6M,
1st (junior),EART 110A*,EART 110B & EART 110M*,EART 110C & EART 110N,
1st (junior),,,,
2nd (senior),EART 111,EART 162,EART elective,
2nd (senior),EART 119A,EART elective,EART elective,
Sample Four-Year Planner
Year,Fall,Winter,Spring,Summer (optional_
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),CHEM 3A,CHEM 3B & CHEM 3 BL,CHEM 3C & CHEM 3CL,
1st (frosh),,MATH 11A or MATH 19A,MATH 11B or MATH 19B,
1st (frosh),,EART 10 & EART 10L,,
1st (frosh),,WRIT 1/WRIT 1E (if needed),,
2nd (soph),EART 110A*,EART 110B & EART 110M*,EART 110C & EART 110N,
2nd (soph),BIOE 20C,PHYS 6A & PHYS 6L,PHYS 6B & PHYS 6M,
2nd (soph),WRIT 2**,,,
3rd (junior),EART elective,OCEA 101,EART elective,
3rd (junior),MATH 23A or EART 111,EART elective,,
3rd (junior),,,,
4th (senior),"(Sr thesis only)
EART 199�",EART elective,,
4th (senior),,"(Sr thesis only)
EART 199�","Senior thesis
            (EART 195)�
            or EART 189A*",
Sample Two-Year Planner
Year,Fall,Winter,Spring,Summer (optional)
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (junior),EART 111,PHYS 6A & PHYS 6L,PHYS 6B & PHYS 6M,
1st (junior),EART 110A*,EART 110B & EART 110M*,EART 110C & EART 110N,
1st (junior),,,,
2nd (senior),EART elective,EART elective,EART elective,
2nd (senior),EART elective,OCEA 101,"EART 189A*
            or senior thesis
            (EART 195)�",
Sample Four-Year Planner
Year,Fall,Winter,Spring,Summer (optional)
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
1st (frosh),CHEM 3A,CHEM 3B & CHEM 3BL,CHEM 3C & CHEM 3CL,
1st (frosh),College 1,MATH 19A,MATH 19B,
1st (frosh),,EART 10 & EART 10L,,
1st (frosh),,WRIT 1/WRIT 1E (if needed),,
2nd (soph),EART 110A,EART 110B & EART 110M,EART 110C & EART 110N,
2nd (soph),MATH 23A or EART 111,PHYS 6A & PHYS 6L,PHYS 6B & PHYS 6M,
2nd (soph),WRIT 2*,AM 10 or MATH 21,,
3rd (junior),EART elective,EART elective,EART elective,
3rd (junior),EART 119A or EART 112,EART 118 or EART 126 or EART 162,,
4th (senior),EART 199� (Sr thesis only),"EART 199� (Sr thesis only)
or EART 191C�","Senior thesis
            (EART 195)�",
2023-24,Anthropology Combined Major B.A.,https://catalog.ucsc.edu/en/current/general-catalog/academic-units/physical-and-biological-sciences-division/earth-and-planetary-sciences/earth-sciencesanthropology-combined-major-ba
Sample Four-Year Planner
Year,Fall,Winter,Spring,Summer (optional)
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),ANTH 1,ANTH 2,ANTH 3,
1st (frosh),College 1,WRIT 1/WRIT 1E (if needed),EART 20 & EART 20L*,
1st (frosh),,,,
2nd (soph),MATH 11A or MATH 19A,MATH 11B or MATH 19B,"CHEM, PHYS or BIO",
2nd (soph),ANTH elective,"CHEM, PHYS or BIO","CHEM, PHYS or BIO",
2nd (soph),WRIT 2**,,,
3rd (junior),EART 110A,EART elective,ANTH elective,
3rd (junior),"CHEM, PHYS or BIO","CHEM, PHYS or BIO",EART elective,
3rd (junior),,,,
4th (senior),ANTH elective,EART elective,ANTH elective,
4th (senior),Sr comp,Sr comp,Sr comp,
Sample Two-Year Planner
Year,Fall,Winter,Spring,Summer (optional)
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (junior),ANTH 1,EART elective,EART elective,
1st (junior),EART 5 & EART 5L,ANTH elective,ANTH elective,
1st (junior),,,,
2nd (senior),ANTH elective,ANTH elective,"ANTH 194+
            or ANTH 196+
            or EART 189A*
or EART 191
            or sr thesis
            (EART 195)�",
2nd (senior),EART 110A*,EART elective,,
2023-24,Ecology and Evolution B.S.,https://catalog.ucsc.edu/en/current/general-catalog/academic-units/physical-and-biological-sciences-division/ecology-and-evolutionary-biology/ecology-and-evolution-bs
Sample Frosh Planner
Year,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),BIOE 20C,MATH 11A or MATH 19A,MATH 11B or MATH 19B,
1st (frosh),College 1,CHEM 3A,CHEM 3B & CHEM 3BL,
1st (frosh),,WRIT 1/WRIT 1E (if needed),,
2nd (soph),BIOL 20A,BIOE 20B,STAT 7 & STAT 7L,
2nd (soph),CHEM 3C & 3CL,PHYS 6A & PHYS 6L,PHYS 6B & PHYS 6M,
2nd (soph),WRIT 2**,,,
3rd (junior),BIOL 105,Physiology core,BIOE 109,
3rd (junior),BIOE 107,*ECEV topical elective,Organismal core,
3rd (junior),,,,
4th (senior),*ECEV topical elective,*ECEV topical elective,EEB general elective,
4th (senior),,EEB general elective,EEB general elective,
Sample Transfer Planner
,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
3rd (junior),BIOL 105,BIOE 107,BIOE 109,
3rd (junior),*ECEV topical elective,*ECEV topical elective,EEB general elective,
3rd (junior),STAT 7 & STAT 7L,,,
4th (senior),Organismal core,*ECEV topical elective,Physiology core,
4th (senior),EEB general elective,EEB general elective,,
2023-24,Economics B.A.,https://catalog.ucsc.edu/en/current/general-catalog/academic-units/social-sciences-division/economics/economics-ba
Sample Frosh Planner
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),Course,Course,Course,
1st (frosh),MATH 3 or AM 3,ECON 1,ECON 2,
1st (frosh),College 1,AM 11A/ECON 11A,AM 11B/ECON 11B,
1st (frosh),,WRIT 1/WRIT 1E (if needed),,
2nd (soph),ECON 100A,ECON 100B,ECON 113,
2nd (soph),WRIT 2*,STAT 17 & STAT 17L,,
2nd (soph),,,,
3rd (junior),ECON elective,ECON elective,ECON elective,
3rd (junior),,Field Study (Internship) optional,Field Study optional,
3rd (junior),,,,
4th (senior),ECON elective,ECON 104 or ECON 197,ECON elective,
4th (senior),,,,
Sample Transfer Planner
,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
3rd (junior),AM 11B/ECON 11B,ECON 100A,ECON 100B,
3rd (junior),ECON elective,,ECON elective,
3rd (junior),,,STAT 17 & STAT 17L,
4th (senior),ECON 113,ECON elective,Field Study optional,
4th (senior),ECON elective,ECON 104 or ECON 197 (DC),ECON elective,
2023-24,Mathematics Combined B.A.,https://catalog.ucsc.edu/en/current/general-catalog/academic-units/social-sciences-division/economics/economicsmathematics-combined-ba
Sample Frosh Planner
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
1st (frosh),,,,
1st (frosh),MATH 19A,MATH 19B,ECON 2,
1st (frosh),College 1,ECON 1,,
1st (frosh),,WRIT 1/WRIT 1E (if needed),,
2nd (soph),MATH 23A,ECON 100A,ECON 100B,
2nd (soph),MATH 21,MATH 23B,MATH 100,
2nd (soph),WRIT 2*,,,
3rd (junior),MATH 105A,ECON 113,Econ elective,
3rd (junior),STAT 17 & STAT 17L,Math elective,Math elective,
3rd (junior),,,,
4th (senior),Econ elective,Math elective,Field Study (optional),
4th (senior),,"ECON 104 or
ECON 197",,
Sample Transfer Planner One
,Fall,,Winter
,Summer,Entering,
Entering,,,KRSG 1T
Entering,,,
Entering,Summer Edge (optional),3rd (junior),MATH 19B
3rd (junior),MATH 22 or MATH 23A,MATH 23B*,
3rd (junior),MATH 21,,MATH 100
3rd (junior),,3rd (junior),Econ elective
3rd (junior),,,
4th (senior),ECON 100A,,ECON 113
4th (senior),,4th (senior),MATH 105A
4th (senior),Econ elective,Math elective,
4th (senior),STAT 17 &  STAT 17L,,Math elective
Sample Transfer Planner Two
,Fall,Winter,Spring,Summer
3rd (junior),ECON 100A,ECON 100B,ECON 113,
3rd (junior),MATH 23B,MATH 21,MATH 100,
3rd (junior),,STAT 17 & STAT 17L,,
4th (senior),MATH 105A,Econ elective,Econ elective,
4th (senior),Math elective,"ECON 104 or
ECON 197",Math elective,
2023-24,"Education, Democracy, and Justice B.A.",https://catalog.ucsc.edu/en/current/general-catalog/academic-units/social-sciences-division/education/education-democracy-and-justice-ba
Plan One for Incoming Frosh
Year,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),EDUC 60,WRIT 1/WRIT 1E (if needed),EDUC 10,
1st (frosh),College 1,,,
1st (frosh),,,,
2nd (soph),WRIT 2*,,,
2nd (soph),,,,
2nd (soph),,,,
3rd (junior),EDUC 180,EDUC elective,EDUC elective,
3rd (junior),,EDUC elective,,
3rd (junior),,,,
4th (senior),EDUC elective,EDUC elective,EDUC 190,
4th (senior),EDUC elective,,,
Plan Two for Incoming Frosh
Year,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),EDUC 10,WRIT 1/WRIT 1E (if needed),EDUC 60,
1st (frosh),,,,
1st (frosh),,,,
2nd (soph),WRIT 2*,,,
2nd (soph),,,,
2nd (soph),,,,
3rd (junior),EDUC elective,EDUC 110,EDUC elective,
3rd (junior),EDUC elective,,,
3rd (junior),,,,
4th (senior),EDUC elective,EDUC elective,EDUC 190,
4th (senior),EDUC elective,,,
Sample Plan One Transfer Planner
Year,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
3rd (junior),EDUC 60*,EDUC 180,EDUC 10*,
3rd (junior),EDUC elective,,EDUC elective,
3rd (junior),,,,
4th (senior),EDUC elective,EDUC elective,EDUC 190,
4th (senior),EDUC elective,EDUC elective,,
Plan Two for Transfer Students
Year,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
3rd (junior),EDUC 10*,EDUC 110,EDUC 60*,
3rd (junior),EDUC elective,,EDUC elective,
3rd (junior),,,,
4th (senior),EDUC elective,EDUC elective,EDUC 190,
4th (senior),EDUC elective,EDUC elective,,
2023-24,Electrical Engineering B.S.,https://catalog.ucsc.edu/en/current/general-catalog/academic-units/baskin-engineering/electrical-and-computer-engineering/electrical-engineering-bs
Plan for Entering Frosh
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),MATH 19A,MATH 19B,AM 10,
1st (frosh),CSE 12*,PHYS 5A & PHYS 5L,PHYS 5B & PHYS 5M,
1st (frosh),College 1,ECE 80T,ECE 13,
1st (frosh),,WRIT 1/WRIT 1E (if needed),,
2nd (soph),MATH 23A,ECE 101 & ECE 101L,MATH 23B,
2nd (soph),CSE 100 & CSE 100L,AM 20,ECE 103 & ECE 103L,
2nd (soph),PHYS 5C & PHYS 5N,,,
2nd (soph),WRIT 2**,,,
3rd (junior),STAT 131,Design elective,Upper-division elective,
3rd (junior),ECE 171 & ECE 171L,ECE 151,ECE 135 & ECE 135L,
3rd (junior),PHYS 5D,,,
4th (senior),ECE 129A,ECE 129B,ECE 129C,
4th (senior),ECE 102 & ECE 102L,Upper-division elective,Upper-division elective,
Plan for Junior Transfer Students*
,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (junior),ECE 101 & ECE 101L,ECE 171 & ECE 171L,ECE 103 & ECE 103L,
1st (junior),CSE 100 & CSE 100L,STAT 131,Design elective,
1st (junior),PHYS 5D or MATH 23B,ECE 13 or MATH 23B,,
2nd (senior),ECE 129A,ECE 129B,ECE 129C,
