3rd (jr),MATH 110,MATH 181,MATH 111T,
3rd (jr),EDUC 50B,EDUC 100B,,
3rd (jr),,,,
4th (sr),STAT 131,"MATH 103A
			or MATH 105A",MATH 194,
4th (sr),,,,
Mathematics Education B.A.: Sample Freshmen Academic Plan Starting in MATH 2
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
"1st
			(frosh)",MATH 2,MATH 3,MATH 19A,
"1st
			(frosh)",,WRIT 1/WRIT 1E (if needed),STAT 5,
"1st
			(frosh)",,,,
"2nd
			(soph)",MATH 19B,MATH 21,MATH 23B,
"2nd
			(soph)",WRIT 2*,MATH 23A,MATH 100,
"2nd
			(soph)",,,,
3rd (jr),MATH 110,MATH 181,MATH 111T,
3rd (jr),EDUC 50B,EDUC 100B,MATH 128A,
3rd (jr),,,,
4th (sr),STAT 131,"MATH 103A
			or MATH 105A",MATH 194,
4th (sr),,,,
Mathematics Education B.A.: Sample Transfer Academic Plan
,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (jr),MATH 110,"MATH 103A or
MATH 105A",MATH 128A,
1st (jr),MATH 100,MATH 181,STAT 5,
1st (jr),,,,
2nd (sr),MATH 110,STAT 131,MATH 194,
2nd (sr),EDUC 50B,EDUC 100B,MATH 111T,
2023-24,Mathematics Theory and Computation B.S.,https://catalog.ucsc.edu/en/current/general-catalog/academic-units/physical-and-biological-sciences-division/mathematics/mathematics-theory-and-computation-bs
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
"1st Year
            (frosh)",MATH 19A or MATH 20A,MATH 19B or MATH 20B,MATH 23A,
"1st Year
            (frosh)",Core/Writing,Core/Writing,Core/Writing,
"1st Year
            (frosh)",GE/ME,GE/ME,GE/ME,
"1st Year
            (frosh)",,,,
"2nd Year
            (soph)",MATH 21,MATH 24,Elective 1,
"2nd Year
            (soph)",MATH 23B,MATH 100,,
"2nd Year
            (soph)",GE/ME,,,
"3rd Year
            (junior)",Elective 2,MATH 103A or MATH 105A,MATH 148 & MATH 148L,
"3rd Year
            (junior)",,MATH 152,,
"3rd Year
            (junior)",,,,
"4th Year
            (senior)","MATH 110 or 
MATH 111A or MATH 117","MATH 115 or MATH 116 or
MATH 134 or MATH 140 or
MATH 160",MATH 194 or MATH 195,
MF GE requirement fulfilled through this plan.
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
"1st Year
            (frosh)",MATH 3,MATH 19A or MATH 20A,MATH 19B or MATH 20B,
"1st Year
            (frosh)",Core/Writing,Core/Writing,Core/Writing,
"1st Year
            (frosh)",GE/ME,GE/ME,GE/ME,
"2nd Year
            (soph)",MATH 23A,MATH 21,MATH 100,
"2nd Year
            (soph)",GE/ME,MATH 23B,,
"2nd Year
            (soph)",,,,
"3rd Year
            (junior)",MATH 24,"MATH 103A or 
MATH 105A",MATH 148 &MATH 148L,
"3rd Year
            (junior)",Elective 1,MATH 152,,
"3rd Year
            (junior)",,,,
"4th Year
            (senior)","MATH 110 or
MATH 111A or MATH 117","MATH 115 or MATH 116 or
MATH 134 or MATH 140 or
MATH 160",MATH 194 or MATH 195,
MF GE requirement fulfilled through this plan.
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
"1st Year
            (frosh)",MATH 2,MATH 3,MATH 19A,
"1st Year
            (frosh)",Core/Writing,Core/Writing,Core/Writing,
"1st Year
            (frosh)",GE/ME,GE/ME,GE/ME,
"2nd Year
            (soph)",MATH 19B,MATH 21,MATH23B,
"2nd Year
            (soph)",GE/ME,MATH 23A,MATH 100,
"2nd Year
            (soph)",,,,
"3rd Year
            (junior)",MATH 24,"MATH 103A or
MATH 105A",MATH 148 &MATH 148L,
"3rd Year
            (junior)",Elective 1,MATH 152,Elective 2,
"3rd Year
            (junior)",,,,
"4th Year
            (senior)","MATH 110 or
MATH 111A or MATH 117","MATH 115 or MATH 116 or
MATH 134 or MATH 140 or
MATH 160",MATH 194 or MATH 195,
MF GE requirement fulfilled through this plan
,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
"1st Year
            (junior)",MATH 100,MATH 103A or MATH 105A,MATH 148 & MATH 148L,
"1st Year
            (junior)",,MATH 152,Elective 1,
"1st Year
            (junior)",,,,
"2nd Year
            (senior)","MATH 110 or
MATH 111A or MATH 117","MATH 115 or MATH 116 or
MATH 134 or MATH 140 or
MATH 160",MATH 194 or MATH 195,
"2nd Year
            (senior)",Elective 2,,Elective 3,
,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
"1st Year
            (junior)",MATH 23B,MATH 24,MATH 148 & MATH 148L,
"1st Year
            (junior)",MATH 100,MATH 152,Elective 1,
"1st Year
            (junior)",,,,
"2nd Year
            (senior)","MATH 110 or
MATH 111A or MATH 117","MATH 115 or MATH 116 or
MATH 134 or MATH 140 or
MATH 160",MATH 194 or MATH 195,
"2nd Year
            (senior)",Elective 2,MATH 103A or MATH 105A,Elective 3,
2023-24,Microbiology B.S.,https://catalog.ucsc.edu/en/current/general-catalog/academic-units/physical-and-biological-sciences-division/microbiology-and-environmental-toxicology/microbiology-bs
Sample Four-Year Planner
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),CHEM 3A,CHEM 3B & CHEM 3BL,CHEM 3C & CHEM 3CL,
1st (frosh),MATH 11A or MATH 19A,MATH 11Bor MATH 19B,BIOL 20A,
1st (frosh),College 1,Writing 1,,
2nd (soph),BIOE 20B,BIOL 20L,BIOE 20C,
2nd (soph),CHEM 8A & CHEM 8L,CHEM 8B,PHYS 6A & PHYS 6L,
2nd (soph),Writing 2,METX 100,,
3rd (junior),STAT 7 & STAT 7L,BME 110,PHYS 6B,
3rd (junior),METX 119L,BIOL 100,BIOL 101L,
3rd (junior),,,METX 140,
4th(senior),METX 150,Upper-division elective,Upper-division elective,
4th(senior),,,,
Sample Transfer Two-Year Planner
,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
3rd (junior),METX 100,BIOL 100,BIOL 101L,
3rd (junior),METX 119L,PHYS 6B,METX 140,
3rd (junior),,,BME 110,
3rd (junior),,,,
4th (senior),METX 150,Upper-division elective,Upper-division elective,
4th (senior),,,,
2023-24,"Molecular, Cell, and Developmental Biology B.S.",https://catalog.ucsc.edu/en/current/general-catalog/academic-units/physical-and-biological-sciences-division/molecular-cell-and-developmental-biology/molecular-cell-and-developmental-biology-bs
Sample First-Year�Four-Year Planner
,Fall,Winter,Spring,Summer
Entering,,,,
Entering,,,,
Entering,,,,
1st (frosh),CHEM 3A,CHEM 3B & CHEM 3BL,CHEM 3C & CHEM 3CL,
1st (frosh),MATH 11A or 19A,MATH 11B or 19B,BIOL 20A,
1st (frosh),,,,
2nd (soph),BIOE 20B,PHYS 6A &  PHYS 6L,BIOL 100,
2nd (soph),BIOL 20L,CHEM 8B,PHYS 6B & PHYS 6M,
2nd (soph),CHEM 8A &  CHEM 8L,,,
2nd (soph),,,,
2nd (soph),3rd (jr),BIOL 101 & BIOL 101L,BIOL 105,BIOL 110
3rd (jr),PHYS 6C & PHYS 6N,BIOE 20C,"STATS 5 or
STAT 7/STAT 7L",
3rd (jr),,,,
4th (sr),MCD Elective #1,BIOL 120,MCD Elective #2,
4th (sr),BIOL 104L,UD LAB/DC,,
Sample Transfer Two-Year Planner
,Fall,Winter,Spring,Summer
Entering,,,,
Entering,,,,
Entering,,,,
3rd (jr),BIOL 105,BIOL 100,BIOL 101 & BIOL 101L,
3rd (jr),"STAT 5 or
			STAT 7/STAT 7L",PHYS 6A & PHYS 6L,PHYS 6B & PHYS 6M,
3rd (jr),,,,
4th (sr),BIOL 110,UD LAB/DC,MCD Elective #1,
4th (sr),PHYS 6C & PHYS 6N,BIOL 120,MCD Elective #2,
2023-24,Music B.A.,https://catalog.ucsc.edu/en/current/general-catalog/academic-units/arts-division/music/music-ba
Four-Year Plan for Incoming Frosh
Year,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
"1st
            (frosh)",MUSC 16 (if necessary),MUSC 14 (if necessary),Module: Lower-div 3,
"1st
            (frosh)",Module: Lower-div 1,Module: Lower-div  2,,
"1st
            (frosh)",,WRIT 1/WRIT 1E (if needed),,
"2nd
            (soph)",MUSC 30A,MUSC 30B,,
"2nd
            (soph)",WRIT 2*,,Module: Upper-div 1,
"2nd
            (soph)",Module: Ensemble 1,Module: Ensemble 1,Elective ensemble,
3rd (jr),MUSC 121,MUSC 120,Module: Upper-div 2,
3rd (jr),MUSC 101C (D.C.),Elective upper-div (D.C.),,
3rd (jr),Module: Ensemble 2,Module: Ensemble 2,Module: Ensemble 3,
4th (sr),Elective upper-div (150),MUSC 120,MUSC 196A,
4th (sr),,Module: Upper-div 3,,
Two-Year Plan for Transfer Students
Year,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (junior),MUSC 16 (if necessary),MUSC 30B,,
1st (junior),MUSC 30A,Module: Lower-div 2,Module: Lower-div 3,
1st (junior),Module: Lower-div 1,Elective: Upper-div (D.C.),Module: Upper-div 1,
1st (junior),Module: Ensemble 1,Module: Ensemble 1,Module: Ensemble 2,
2nd (sr),MUSC 121,MUSC 120,MUSC 120,
2nd (sr),MUSC 101C (D.C.),Module: Upper-div 2,MUSC 196A,
2nd (sr),Module: Upper-div 3,Elective: Upper-div (150),,
2nd (sr),Module: Ensemble 2,Module: Ensemble 3,Module: Ensemble 3,
Four-Year Plan for Incoming Frosh
Year,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
"1st
            (frosh)",MUSC 16,MUSC 14,Module: Lower-div 1,
"1st
            (frosh)",Module: Ensemble 1,Module: Ensemble 1,Elective ensemble,
"1st
            (frosh)",,WRIT 1/WRIT 1E (if needed),,
"2nd
            (soph)",MUSC 30A,Module: Upper-div 1 (D.C. possible),Elective: Upper-div (D.C. poss.),
"2nd
            (soph)",Module: Ensemble 2,Module: Lower-div 2,,
"2nd
            (soph)",WRIT 2*,Module: Ensemble 2,Elective ensemble,
3rd (jr),Module: Lower-div 3,Module: Upper-div 2(D.C. poss.),Module: Upper-div 3 (D.C. poss.),
3rd (jr),Elective: Upper-div (D.C. poss.),,,
3rd (jr),Module: Ensemble 3,Module: Ensemble 3,Elective ensemble,
4th (sr),Research Foundations,Elective: Upper-div (D.C. poss.),Capstone: Upper-div (D.C. poss.),
4th (sr),,,Capstone: MUSC 195A or MUSC 196A,
Two-Year Plan for Transfer Students
Year,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
"1st
            (jr)",MUSC 16,MUSC 14 (if necessary),Module: Upper-div 1 (D.C. possible),
"1st
            (jr)",Module: Lower-div 1,Module: Lower-div 2,Module: Upper-div 2 (D.C. poss.),
"1st
            (jr)",Module: Lower-div 1,Module: Ensemble 1,Elective ensemble,
"1st
            (jr)",Elective ensemble,Module: Ensemble 2,Module: Ensemble 2,
"2nd
            (sr)",MUSC 30A,Elective: Upper-div (D.C. poss.),Capstone: MUSC 195A/MUSC 196A,
"2nd
            (sr)",Module: Lower-div 3,Elective: Upper-div (D.C. poss.),Capstone: Upper-div (D.C. poss.),
"2nd
            (sr)",Research Foundations,Module: Upper-div 3 (D.C. poss.),Elective: Upper-div (D.C. poss.),
Four-Year Plan for Incoming Frosh
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),"MUSC 11A
            (recommended)",MUSC 14,,
1st (frosh),College 1,WRIT 1/WRIT 1E (if needed),,
1st (frosh),,,,
2nd (soph),"MUSC 30A* &
MUSC 60","MUSC 30B &
MUSC 60","MUSC 30C &
MUSC 60",
2nd (soph),WRIT 2***,MUSC 101A,MUSC 101B,
2nd (soph),Individual Lessons1,Individual Lessons,Individual Lessons,
2nd (soph),Ensemble2,Ensemble2,Ensemble2,
3rd (junior),MUSC 130*,MUSC 105,MUSC 150,
3rd (junior),MUSC 101C,,,
3rd (junior),Individual Lessons,Individual Lessons,Individual Lessons,
3rd (junior),Ensemble2,Ensemble2,Ensemble2,
4th (senior),MUSC 121**,MUSC 120,MUSC 180,
4th (senior),,,,
Two-Year Plan for Transfer Students
,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (jr),"MUSC 30A* &
MUSC 60","MUSC 30B &
MUSC 60","MUSC 30C &
MUSC 60",
1st (jr),,MUSC 101A,MUSC 101B,
1st (jr),Individual Lessons1,Individual Lessons1,Individual Lessons1,
1st (jr),Ensemble2,Ensemble2,Ensemble2,
2nd (sr),MUSC 130*,MUSC 105,MUSC 150,
2nd (sr),MUSC 101C,MUSC 120,MUSC 180,
2nd (sr),MUSC 121,,,
2nd (sr),Individual Lessons1,Individual Lessons1,Individual Lessons1,
2023-24,Music B.M.,https://catalog.ucsc.edu/en/current/general-catalog/academic-units/arts-division/music/music-bm
B.M.�Four-Year Plan for Incoming Frosh
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),"MUSC 11A
            (recommended)",MUSC 14 (if necessary),Language1,
1st (frosh),Individual Lessons2,Individual Lessons2,Individual Lessons2,
1st (frosh),Ensemble3,Ensemble3,Ensemble3,
1st (frosh),College 1,WRIT 1/WRIT 1E (if needed),,
2nd (soph),MUSC 30A*,MUSC 30B,MUSC 30C**,
2nd (soph),WRIT 2***,MUSC 101A,MUSC 101B,
2nd (soph),Individual Lessons2,Individual Lessons2,Individual Lessons2,
2nd (soph),Ensemble3,Ensemble3,Ensemble3,
3rd (junior),MUSC 130**,MUSC 105,MUSC 150**,
3rd (junior),MUSC 101C,,,
3rd (junior),Individual Lessons2,Individual Lessons2,Individual Lessons2,
3rd (junior),Ensemble3,Ensemble3,Ensemble3,
4th (senior),Language1,Language1,MUSC 180,
4th (senior),Individual Lessons2,Individual Lessons2,MUSC 196B,
B.M.�Two-Year Plan for Incoming Transfer Students
,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (junior),MUSC 30A*,MUSC 30B,MUSC 30C**,
1st (junior),Language1,MUSC 101A,MUSIC 101B,
1st (junior),Individual Lessons2,Individual Lessons2,Individual Lessons2,
1st (junior),Ensemble3,Ensemble3,Ensemble3,
2nd (senior),MUSC 130*,MUSC 105,MUSC 196B,
2nd (senior),MUSC 101C,MUSC 150,MUSC 180,
2nd (senior),Individual Lessons2,Individual Lessons2,Individual Lessons2,
2023-24,Network and Digital Technology B.A.,https://catalog.ucsc.edu/en/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/network-and-digital-technology-ba
Four-Year Major Planner for Network and Digital Technology
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),MATH 3,MATH 19A,MATH 19B,
1st (frosh),CSE 20,CSE 30,CSE 12,
1st (frosh),College 1,WRIT 1/WRIT 1E (if needed),,
2nd (soph),CSE 16,AM 10,AM 20,
2nd (soph),PHYS 5A & PHYS 5L,PHYS 5C & 5N,CSE 13S,
2nd (soph),WRIT 2*,,,2nd (soph)
2nd (soph),,3rd (jr),CSE 101,CSE 150
3rd (jr),,3rd (jr),AM 30,
3rd (jr),,3rd (jr),,
3rd (jr),,4th (sr),CSE 185E,Elective
4th (sr),,4th (sr),Elective,
4th (sr),,4th (sr),,
Two-Year Planner for Transfer Students
,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (jr),CSE 12,CSE13S,AM 30,
1st (jr),CSE 30,CSE 150,CSE101,
1st (jr),,,,
2nd (sr),CSE 185E,Elective,Capstone course,
2nd (sr),Elective,Elective,Elective,
2023-24,Neuroscience B.S.,https://catalog.ucsc.edu/en/current/general-catalog/academic-units/physical-and-biological-sciences-division/molecular-cell-and-developmental-biology/neuroscience-bs
Sample First-Year Student�Four-Year Planner
,Fall,Winter,Spring,Summer
Entering,,,,
Entering,,,,
1st (frosh),CHEM 3A,CHEM 3B & CHEM 3BL,CHEM 3C & CHEM 3CL,
1st (frosh),MATH 11A or MATH 19A,MATH 11B or MATH 19B,BIOL 20A,
1st (frosh),,,,
2nd (soph),BIOE 20B,CHEM 8B,BIOL 105,
2nd (soph),BIOL 20L,PHYS 6A & PHYS 6L,PHYS 6B & PHYS 6M,
2nd (soph),CHEM 8A & CHEM 8L,WRIT 2/ME,,
2nd (soph),,,,
3rd (junior),BIOL 100,BIOL 125,BIOL 101 & BIOL 101L,
3rd (junior),PHYS 6C & PHYS 6N,"STAT 5 or
STAT 7 & STAT 7L",BIOL 126,
3rd (junior),,,,
4th (senior),Neuro Elective #1 of 1,BIOL 128,"BIOL 129A, BIOL 129B
            or BIOL 129C",
4th (senior),,BIOL 129L,,
Sample Transfer Two-Year Planner
,Fall,Winter,Spring,Summer
Entering,,,,
Entering,,,,
3rd (junior),BIOL 100,BIOL 105,BIOL 125,
3rd (junior),PHYS 6A & PHYS 6L,PHYS 6B & PHYS 6M,PHYS 6C & PHYS 6N,
3rd (junior),,,,
4th (senior),BIOL 101 & BIOL 101L,BIOL 126,BIOL 128,
4th (senior),Neuro Elective,BIOL 129L,"BIOL 129A, BIOL 129B
            or BIOL 129C",
2023-24,Philosophy B.A.,https://catalog.ucsc.edu/en/current/general-catalog/academic-units/humanities-division/philosophy/philosophy-ba
Four-Year Major Planner
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),PHIL 11,PHIL 9,PHIL 100C,
1st (frosh),College 1,WRIT 1/WRIT 1E (if needed),,
1st (frosh),,,,
2nd (soph),PHIL 100A,PHIL 100B (elective),PHIL 1XX (M&E),
2nd (soph),WRIT 2*,,,
2nd (soph),,,,
3rd (junior),PHIL 1XX (Value),PHIL 1XX (elective),PHIL 1XX (M&E),
3rd (junior),,,,
3rd (junior),,,,
4th (senior),PHIL 1XX (elective),,PHIL 190,
4th (senior),,,,
Two-Year Transfer Major Planner
,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (junior),PHIL 11 or PHIL 22 (if needed),PHIL 100B,PHIL 100C,
1st (junior),PHIL 9,,PHIL 1XX (M&E),
1st (junior),,,,
2nd (senior),PHIL 100A (elective),PHIL 1XX (elective),PHIL 1XX,
2nd (senior),PHIL 1XX (Value),PHIL 1XX (M&E),PHIL 190,
2023-24,Physics (Astrophysics) B.S.,https://catalog.ucsc.edu/en/current/general-catalog/academic-units/physical-and-biological-sciences-division/physics/physics-astrophysics-bs
Physics (Astrophysics) B.S.: Freshman Academic Plan
,Fall,Winter,Spring,Summer
Entering,,,,
Entering,,,,
Entering,,,,
1st (frosh),"MATH 19A
            or MATH 20A","MATH 19B
            or MATH 20B",MATH 23A,
1st (frosh),,PHYS 5A & PHYS 5L*,PHYS 5B & PHYS 5M,
1st (frosh),,,,
2nd (soph),PHYS 5C & PHYS 5N,ASTR 119,PHYS 105,
2nd (soph),PHYS 5D,PHYS 116A,PHYS 116C,
2nd (soph),MATH 23B,ASTR 21,,
2nd (soph),,,,
3rd (junior),PHYS 110A,PHYS 110B,,
3rd (junior),PHYS 102,PHYS 112,Elective,
3rd (junior),PHYS 133,,,
4th (senior),PHYS 135,PHYS 182**,,
4th (senior),PHYS 139A,Elective,Elective,
Physics (Astrophysics) B.S.: Transfer Academic Plan One
,Fall,Winter,Spring,Summer
Entering,,,,
Entering,,,,
Entering,,,,
1st (junior),MATH 23B,ASTR 21,PHYS 105,
1st (junior),PHYS 102,PHYS 116A,PHYS 116C,
1st (junior),ASTR 119,PHYS 133,Elective,
2nd (senior),PHYS 110A,PHYS 110B,PHYS 182*,
2nd (senior),PHYS 139A,PHYS 112,Elective,
2nd (senior),PHYS 135,Elective,,
Physics (Astrophysics) B.S.: Transfer Academic Plan Two
,Fall,Winter,Spring,Summer
Entering,,,,
Entering,,,,
Entering,,,,
1st Year,MATH 23B,PHYS 102,PHYS 105,
1st Year,PHYS 5D,PHYS 116A,PHYS 116C,
1st Year,ASTR 119,PHYS 133,Elective,
2nd Year,PHYS 110A,PHYS 110B,ASTR 136 or PHYS 135,
2nd Year,PHYS 139A,PHYS 112,PHYS 182*,
2023-24,Physics B.S.,https://catalog.ucsc.edu/en/current/general-catalog/academic-units/physical-and-biological-sciences-division/physics/physics-bs
Physics B.S.: Freshman Academic Plan
,Fall,Winter,Spring,Summer
Entering,,,,
Entering,,,,
Entering,,,,
1st (frosh),"MATH 19A
			(or MATH 20A)","MATH 19B
			(or MATH 20B)",MATH 23A,
1st (frosh),,PHYS 5A & PHYS 5L*,PHYS 5B & PHYS 5M,
1st (frosh),,,,
2nd (soph),PHYS 5C & PHYS 5N,PHYS 133,PHYS 105,
2nd (soph),PHYS 5D,PHYS 116A,PHYS 116C,
2nd (soph),ASTR 119,MATH 23B,,
2nd (soph),,,,
3rd (junior),PHYS 102,PHYS 112,,
3rd (junior),PHYS 110A,PHYS 110B,,
3rd (junior),,,,
4th (senior),PHYS 139A,PHYS 182**,Elective,
4th (senior),Elective,PHYS 134,,
Physics B.S. Transfer Academic Plan One
,Fall,Winter,Spring,Summer
Entering,,,,
Entering,,,,
Entering,,,,
1st (junior),MATH 23B,PHYS 116A,PHYS 116C,
1st (junior),ASTR 119,PHYS 133,PHYS 105,
1st (junior),PHYS 102,,PHYS 134,
2nd (senior),PHYS 110A,PHYS 110B,Elective,
2nd (senior),PHYS 139A,PHYS 112,PHYS 182*,
Physics B.S. Transfer Academic Plan Two
,Fall,Winter,Spring,Summer
Entering,,,,
Entering,,,,
Entering,,,,
1st Year,MATH 23B,PHYS 133,PHYS 105,
1st Year,PHYS 5D,PHYS 102,Elective,
1st Year,ASTR 119,PHYS 116A,PHYS 116C,
2nd Year,PHYS 110A,PHYS 110B,PHYS 134,
2nd Year,PHYS 139A,PHYS 112,Elective,
2023-24,Plant Sciences B.S.,https://catalog.ucsc.edu/en/current/general-catalog/academic-units/physical-and-biological-sciences-division/ecology-and-evolutionary-biology/plant-sciences-bs
Sample Frosh Planner
Year,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),BIOE 20C,MATH 11A or MATH 19A,MATH 11B or MATH 19B,
1st (frosh),College 1,CHEM 3A,CHEM 3B & 3BL,
1st (frosh),,WRIT 1/WRIT 1E (if needed),,
2nd (soph),BIOL 20A,BIOE 20B,BIOL 105,
2nd (soph),CHEM 3C & 3CL,STAT 7 & STAT 7L,PHYS 6A & PHYS 6L,
2nd (soph),WRIT 2**,,,
3rd (junior),BIOE 109,BIOE 107,EEB general elective,
3rd (junior),PHYS 6B & PHYS 6M,*PLNT topical elective,Botany & lab,
3rd (junior),,,,
4th (senior),EEB general elective,*PLNT topical elective,EEB general elective,
4th (senior),Plant physiology,*PLNT topical elective,,
*PLNT = Plant Sciences BS
Sample Transfer Planner
,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
3rd (junior),BIOL 105,BIOE 107,BIOE 109,
3rd (junior),*PLNT topical elective,*PLNT topical elective,*PLNT topical elective,
3rd (junior),STAT 7 & STAT 7L,,,
4th (senior),EEB general elective,Botany & lab,EEB general elective,
4th (senior),Plant physiology,EEB general elective,,
*PLNT = Plant Sciences B.S.
2023-24,Politics B.A.,https://catalog.ucsc.edu/en/current/general-catalog/academic-units/social-sciences-division/politics/politics-ba
Four-Year Sample Course Planner for Frosh Students
Year,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),POLI (Lower-division),POLI (Lower-division),,
1st (frosh),College 1,WRIT 1/WRIT 1E (if needed),,
1st (frosh),,,,
2nd (soph),POLI (Upper-division elective),POLI (Upper-division elective),POLI (Upper-division core),
2nd (soph),WRIT 2*,,,
2nd (soph),,,,
3rd (junior),POLI (Upper-division core),POLI (Upper-division elective),POLI (Upper-division core),
3rd (junior),POLI (Upper-division elective),POLI (Upper-division core),,
3rd (junior),,,,
4th (senior),POLI 190 (Senior Seminar),,,
POLI 190 (Senior Seminar),,,,
Two-Year Sample Course Planner for Transfer Students
Year,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (junior),POLI (Lower-division)*,POLI (Upper-division elective),POLI (Upper-division elective),
1st (junior),POLI (Lower-division),POLI (Upper-division core),POLI (Upper-division core),
1st (junior),POLI (Upper-division elective),,,
2nd (senior),POLI (Upper-division core),POLI 190 (Senior Seminar),,
POLI 190 (Senior Seminar),POLI (Upper-division elective),POLI (Upper-division core),,
2023-24,Psychology B.A.,https://catalog.ucsc.edu/en/current/general-catalog/academic-units/social-sciences-division/psychology/psychology-ba
Frosh Plan One
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),,PSYC 1,AM 3,
1st (frosh),,WRIT 1/WRIT 1E (if needed),,
1st (frosh),,,,
2nd (soph),WRIT 2*,PSYC 2,PSYC 20,
2nd (soph),,,,
2nd (soph),,,,
3rd (junior),PSYC 10,PSYC 100,"upper-division
			social",
3rd (junior),"out of dept.
			course",,,
3rd (junior),,,,
4th (senior),"upper-division
			cognitive","upper-division
			PSYC elective
			(seminar)","upper-division
			PSYC elective",
4th (senior),,upper-division developmental,"upper-division
						PSYC elective",4th (senior)
4th (senior),,4th (senior),,
Frosh Plan Two
,Fall,Winter,Spring,Summer
Entering,,,,College 1A
Entering,,,,Summer Edge (optional)
Entering,,,,
1st (frosh),MATH 2,AM 3,PSYC 1,
1st (frosh),,WRIT 1/WRIT 1E (if needed),,
1st (frosh),,,,
2nd (soph),PSYC 20,PSYC 2,PSYC 10,
2nd (soph),WRIT 2*,,,
2nd (soph),,,,
3rd (junior),"out of dept.
			course",PSYC 100,"upper-division
			developmental",
3rd (junior),,"upper-division
			cognitive",,
3rd (junior),,,,
4th (senior),"upper-division
			social","upper-division
			PSYC elective
			(seminar)","upper-division
			PSYC elective",
4th (senior),"upper-division
			cognitive","upper-division
			PSYC elective",,
Frosh Three-Year Plan
,Fall,Winter,Spring,Summer
1st (frosh),"MATH 2 (if needed)
			or any 5-credit class",PSYC 1 (PE GE),PSYC 2 (SR GE),"PSYC 100 
			(7 credits, 1/2 DC GE)**"
1st (frosh),College Core Course,AM 3 (MF GE)*,CC Gen Ed,Any 5-credit class
1st (frosh),SI Gen Ed,Any 5-credit class,Writing 2 (C GE),
1st (frosh),,STEV 26,,
1st (frosh),,,,
2nd (soph),PSYC 20,PSYC 10,"Upper-division
			cognitive","Upper-division
			PSYC elective"
2nd (soph),"Out of dept. 
			course",,,
2nd (soph),,,,
3rd (junior),"Upper-division
			developmental","Upper-division
			social","Upper-division
			PSYC elective
			(seminar)",
3rd (junior),,"Upper-division
			PSYC elective",,
Transfer Plan
,Fall,Winter,Spring,Summer
Entering,,,,KRSG 1T
Entering,,,,Summer Edge (optional)
Entering,,,,
3rd (junior),PSYC 100,PSYC 20,"upper-division
			developmental",
3rd (junior),PSYC 10,"upper-division
			social",,
3rd (junior),,,,
